,i_sc,i_mp,v_oc,v_mp,p_mp,i_x,i_xx
2020-08-27 06:00:00-06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-27 09:00:00-06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-27 12:00:00-06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-27 15:00:00-06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-27 18:00:00-06:00,0.7810096546311299,0.7051613852880453,53.01763947828787,43.596516614148115,30.742580049365966,0.7610469171769043,0.5533764528366073
2020-08-27 21:00:00-06:00,1.2848767376581334,1.1585209533773602,54.6262737814228,45.41199594109301,52.61074883244388,1.2524767606561373,0.8980166257763905
2020-08-28 00:00:00-06:00,1.8850956896091686,1.6947381224164713,54.41173110598563,44.954228208633744,76.18564430898152,1.8383260727609956,1.2960726092638966
2020-08-28 03:00:00-06:00,,,,,,,
2020-08-28 06:00:00-06:00,,,,,,,
